questionId,sourceGroupIds,sourceId,recordKind,boundaryStatus,sourceFile,sourcePage,sourceBBox,questionImage,questionNumber,stem,options,answerKeySource,answerKeyPage,answerEvidence,correctAnswer,answerStatus,verificationMethod,publisher,grade,academicYear,semester,examType,questionType,coreConcept,commonTrap,publisherChapter,officialContentCodes,officialPerformanceCodes,candidateSkillIds,skillIds,alignmentStatus,alignmentConfidence,alignmentEvidence,includeDecision,reviewStatus
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q03,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,一-3,以下是 4 個好朋友的生日，請問今年誰第一個過生日？,"[""①小愛 8 月 2 日"", ""②美月 4 月 4 日"", ""③有為 8 月 13 日"", ""④明風 2 月 29 日""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,以曆年日序比較：2/29 < 4/4 < 8/2 < 8/13，最早為④，與答案卷「3.4」一致。,④明風 2 月 29 日,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第4章 年、月、日,"[""N-2-14""]",[],"[""G2-15-01""]",[],partial,medium,"[""official N-2-14 時間"", ""publisher ('康軒', 'G2', '下', 4) 認識一年的12個月"", ""屬日期先後排序，非該章明確定義之單一skill""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q04,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,一-4,以下哪一個說法不對？,"[""①一個星期有七天。"", ""②一個月大約有四個星期。"", ""③這個星期三到下個星期三剛好是一星期。"", ""④5 月 7 日到 5 月 13 日也是一個星期。""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,首尾都算：本星期三到下星期三共經過的日曆天數為 8 天（不是恰好 7 天=一星期），而 5/7 到 5/13 首尾都算恰為 7 天，故④正確、③不對，與答案卷「4.3」一致。,③這個星期三到下個星期三剛好是一星期。,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第4章 年、月、日,"[""N-2-14""]",[],"[""G2-15-05""]",[],partial,medium,"[""official N-2-14 時間"", ""publisher ('康軒', 'G2', '下', 4) 日期應用題-求所用日數""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q05,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,一-5,以下是電器行對售出的電器提供的保固期限，請問哪一個期限最長？,"[""①熱水瓶:1 年"", ""②相機:16 個月"", ""③電視:24 個月"", ""④冷氣:3 年""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,換算月數：12<16<24<36，最長為④3 年=36 個月，與答案卷「5.4」一致。,④冷氣:3 年,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第4章 年、月、日,"[""N-2-14""]",[],"[""G2-15-01""]",[],partial,medium,"[""official N-2-14 時間"", ""publisher ('康軒', 'G2', '下', 4)"", ""月/年單位換算比較，非該章逐項skill唯一對應""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q06,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,一-6,以下年月日的說法，哪一個才對？,"[""①小月都有 30 天"", ""②天數最少的月份是 2 月"", ""③大月都有 30 天"", ""④2 月有 28 天的那一年是閏年""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,2 月固定為天數最少月份（28 或 29 天）為真；①③大月應為 31 天、小月非全為 30 天；④2 月有 28 天的年份是平年而非閏年，故只有②正確，與答案卷「6.2」一致。,②天數最少的月份是 2 月,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第4章 年、月、日,"[""N-2-14""]",[],"[""G2-15-02"", ""G2-15-03""]","[""G2-15-02"", ""G2-15-03""]",direct,high,"[""official N-2-14 時間"", ""publisher ('康軒', 'G2', '下', 4)"", ""skill G2-15-02「平年及閏年」、G2-15-03「每月的日數」與題幹(大小月、閏年、2月天數)語意完全一致""]",include,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q07,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,一-7,以下哪一個說法不對？,"[""①正三角形的三個邊都一樣長"", ""②正方形和長方形都有四個角"", ""③正方形的上下兩條邊一樣長"", ""④長方形的上下兩條邊不一樣長""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,長方形對邊相等，上下兩邊應一樣長，故④敘述不對，與答案卷「7.4」一致。,④長方形的上下兩條邊不一樣長,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第3章 平面圖形,"[""S-2-1"", ""S-2-2""]",[],"[""G2-17-01""]",[],partial,medium,"[""official S-2-1 物體之幾何特徵/S-2-2 簡單幾何形體"", ""publisher ('康軒', 'G2', '下', 3)"", ""涉及正方形/長方形邊角性質綜合判斷""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q08,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-1-①,按照順序填填看：665-765-( )-( ),[],source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,"等差 +100：665,765,865,965，與答案卷「1.①865、965」一致。",865、965,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第1章 1000 以內的數,"[""N-2-1""]",[],"[""G2-11-01""]","[""G2-11-01""]",direct,high,"[""official N-2-1 一千以內的數"", ""publisher ('康軒', 'G2', '下', 1)"", ""skill G2-11-01「順數和倒數」直接對應等差數列填空""]",include,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q09,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-1-②,按照順序填填看：910-900-( )-( )-870,[],source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,"等差 -10：910,900,890,880,870，與答案卷「1.②890、880」一致。",890、880,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第1章 1000 以內的數,"[""N-2-1""]",[],"[""G2-11-01""]","[""G2-11-01""]",direct,high,"[""同 q08：910-900-()-()-870 等差-10 數列"", ""publisher ('康軒', 'G2', '下', 1)""]",include,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q10,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-2-①,答案大約是多少，在□裡打√：707-598,"[""□300"", ""□200"", ""□100""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,估算 700-600=100，與答案卷「2.①√100」一致。,□100,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第2章 三位數的加減,"[""N-2-2""]",[],[],[],uncertain,low,"[""official N-2-2 加減算式與直式計算"", ""publisher ('康軒', 'G2', '下', 2)"", ""估算勾選題在康軒G2下skill清單中無明確對應項目，保留uncertain""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q11,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-2-②,答案大約是多少，在□裡打√：610+99,"[""□600"", ""□700"", ""□800""]",source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,估算 600+100=700，與答案卷「2.②√700」一致。,□700,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第2章 三位數的加減,"[""N-2-2""]",[],[],[],uncertain,low,"[""同 q10：估算 610+99""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q12,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-3,用數字卡 4 7 0 6 3 排排看。最大的三位數字是( )；最小的三位數字是( )。,[],source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,"可用數字 {4,7,0,6,3}；三位數首位不可為0：最大取高位遞減 764，最小取首位最小之非零數3 再配最小兩位 04 得 304。與答案卷「3.(764)、(304)」一致。",764、304,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第1章 1000 以內的數,"[""N-2-1""]",[],"[""G2-11-02""]","[""G2-11-02""]",direct,high,"[""official N-2-1 一千以內的數"", ""publisher ('康軒', 'G2', '下', 1)"", ""skill G2-11-02「認識三位數」對應位值排列求最大最小三位數""]",include,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q13,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-4,一盒蘋果有 10 顆，十盒裝成一箱。店裡有 870 顆蘋果，可以裝成( )箱又( )盒。今天賣掉 3 箱，還剩( )顆。,[],source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,870÷10=87 盒=8 箱 7 盒；賣掉 3 箱=300 顆；870-300=570 顆。與答案卷「4.(8)箱(7)盒，剩(570)顆」一致。,8 箱 7 盒；剩 570 顆,verified,independent_calculation,康軒,G2,112,下,期中1,,,,,"[""N-2-8""]",[],[],[],uncertain,low,"[""official N-2-8 解題(除法應用情境)"", ""康軒G2下課本除法列於第9-10章「分分看/分數」而非本題之箱盒進位分裝情境，出版社章節無法唯一對應，保留uncertain""]",uncertain_review,first_pass
G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒::ql-q14,"[""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q001"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q002"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q003"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q004"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q005"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q006"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q007"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q008"", ""G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒-q009""]",G2-康軒-112下-期中1-P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒,question_item,verified,source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/questions/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_題目卷.pdf,1,"[0, 0, 4047, 5732]",source_materials/tcool_math_g1_g4_康軒_翰林/_analysis/pilot/pages/G2-_-112_-_1-P01_R10_____2____112___1__/page-1.jpg,二-5-①,比一比，填入 >、< 或 =：408( )4 個百 18 個一,[],source_materials/tcool_math_g1_g4_康軒_翰林/grade-2/康軒/answers/P01_R10_安和國小_新北市_2年級_數學_112下_期中1_康軒_答案卷.pdf,1,4 個百 18 個一=418；408<418。與答案卷「5.①<」一致。,<,verified,independent_calculation,康軒,G2,112,下,期中1,,,,康軒 G2 下 第1章 1000 以內的數,"[""N-2-1""]",[],"[""G2-11-06"", ""G2-11-07""]","[""G2-11-06"", ""G2-11-07""]",direct,high,"[""official N-2-1"", ""publisher ('康軒', 'G2', '下', 1)"", ""skill G2-11-06/07 比較大小""]",include,first_pass
